[1]	[1]	9142
[1]	[45]	8020
[1]	[48]	7183
[1]	[37]	6627
[1]	[2]	6098
[1]	[17]	5657
[1]	[34]	3960
[1]	[41]	3909
[1]	[46]	3477
[1]	[5]	3313
[1]	[19]	2523
[1]	[43]	2451
[1]	[36]	2304
[1]	[40]	2223
[1]	[24]	2089
[1]	[32]	1756
[1]	[35]	1547
[1]	[44]	1526
[1]	[22]	1489
[1]	[42]	1394
[1]	[49]	1366
[1]	[39]	1068
[1]	[3]	1024
[3]	[48]	1002
[1]	[7]	967
[3]	[37]	936
[3]	[45]	848
[1]	[4]	807
[2]	[1]	791
[3]	[17]	734
[2]	[39]	719
[3]	[34]	542
[3]	[1]	534
[4]	[37]	521
[2]	[37]	520
[2]	[43]	514
[3]	[46]	506
[5]	[37]	502
[3]	[41]	501
[2]	[32]	470
[2]	[2]	461
[2]	[45]	440
[2]	[41]	437
[5]	[45]	433
[5]	[48]	423
[3]	[19]	422
[1]	[20]	410
[2]	[48]	406
[1]	[38]	402
[5]	[17]	356
[3]	[24]	354
[4]	[41]	338
[3]	[36]	322
[32]	[37]	319
[2]	[17]	313
[5]	[41]	310
[2]	[7]	301
[2]	[3]	260
[5]	[36]	256
[2]	[34]	252
[5]	[1]	244
[2]	[46]	244
[32]	[1]	244
[1]	[12]	234
[5]	[34]	229
[3]	[40]	224
[32]	[17]	223
[5]	[46]	217
[3]	[32]	216
[1]	[18]	203
[3]	[42]	201
[2]	[42]	196
[32]	[41]	191
[32]	[45]	190
[2]	[5]	190
[3]	[43]	189
[3]	[49]	172
[32]	[48]	171
[32]	[19]	157
[1]	[23]	157
[3]	[44]	157
[2]	[19]	149
[2]	[36]	147
[5]	[43]	145
[1]	[10]	143
[5;16]	[45]	141
[5]	[24]	138
[3]	[2]	137
[2]	[40]	127
[4]	[45]	122
[4]	[17]	120
[4]	[32]	117
[32]	[2]	115
[5]	[32]	113
[3]	[39]	113
[1;16]	[48]	111
[3]	[22]	111
[4]	[48]	110
[2]	[35]	109
[5]	[40]	103
[5]	[2]	98
[1;16]	[1]	96
[5]	[19]	96
[4]	[46]	96
[5]	[44]	94
[2]	[24]	93
[3]	[35]	93
[1;16]	[45]	92
[1;16]	[37]	89
[1;16]	[41]	88
[27]	[41]	88
[1;16]	[19]	86
[5]	[5]	85
[2]	[49]	84
[32]	[34]	81
[1]	[6]	81
[32]	[40]	81
[5]	[39]	77
[7]	[34]	77
[17]	[45]	76
[32]	[43]	69
[4]	[43]	68
[7]	[45]	67
[5]	[35]	67
[2]	[22]	65
[3]	[5]	64
[4]	[34]	64
[32]	[36]	63
[32]	[32]	62
[32]	[46]	60
[4]	[36]	60
[1;16]	[46]	59
[1;16]	[17]	56
[1;16]	[32]	56
[2]	[12]	56
[1]	[47]	55
[5;16]	[19]	55
[2]	[4]	55
[3]	[20]	54
[1]	[13]	54
[2]	[20]	54
[7]	[48]	54
[32]	[44]	53
[5]	[42]	52
[1;16]	[22]	51
[32]	[24]	51
[17]	[41]	50
[32]	[5]	50
[1;16]	[43]	49
[5;16]	[41]	49
[12]	[41]	49
[12]	[17]	49
[5]	[49]	48
[7]	[37]	46
[4]	[22]	43
[5]	[22]	43
[1]	[11]	42
[5;16]	[48]	41
[17]	[48]	41
[6]	[32]	40
[17]	[37]	39
[27]	[1]	39
[5;16]	[1]	38
[4]	[19]	38
[7]	[19]	38
[4]	[38]	36
[1;16]	[39]	36
[4]	[35]	36
[5;16]	[35]	36
[41]	[37]	36
[32]	[38]	35
[2]	[44]	34
[1;16]	[36]	34
[1;16]	[42]	34
[5]	[20]	33
[6]	[37]	33
[2]	[38]	33
[7]	[41]	33
[32]	[22]	32
[3]	[3]	31
[17]	[42]	31
[5;16]	[40]	30
[3]	[4]	29
[41]	[17]	29
[5;16]	[37]	28
[27]	[17]	28
[3]	[38]	27
[1;16]	[34]	27
[4]	[39]	27
[32]	[39]	26
[32]	[42]	26
[7]	[44]	26
[7]	[32]	26
[5]	[3]	25
[4]	[1]	25
[6]	[41]	24
[4]	[24]	24
[1;16]	[24]	24
[4]	[40]	24
[32]	[35]	24
[6]	[36]	24
[6]	[35]	24
[17]	[34]	23
[17]	[40]	23
[41]	[22]	23
[27]	[19]	22
[4]	[42]	22
[6]	[34]	22
[1;16]	[35]	21
[5]	[6]	21
[27]	[45]	21
[5;16]	[46]	21
[17]	[1]	21
[5;16]	[17]	20
[17]	[2]	19
[7]	[46]	19
[5;16]	[42]	19
[12]	[43]	19
[1;16]	[40]	18
[2]	[23]	18
[5;16]	[34]	18
[41]	[36]	18
[41]	[2]	18
[1;16]	[20]	17
[32]	[3]	17
[3]	[47]	17
[7]	[40]	17
[21]	[41]	17
[17]	[46]	16
[17]	[17]	15
[2]	[6]	14
[17]	[39]	14
[7]	[17]	14
[7]	[24]	14
[32]	[23]	14
[12]	[37]	14
[3]	[18]	13
[5;16]	[39]	13
[5;16]	[2]	13
[5;16]	[44]	13
[6]	[46]	13
[6]	[45]	13
[27]	[48]	13
[5]	[38]	12
[6]	[19]	12
[12]	[45]	12
[4;16]	[45]	12
[27]	[34]	11
[32]	[49]	11
[3]	[12]	11
[17]	[4]	11
[7]	[42]	11
[13]	[7]	11
[3]	[7]	10
[3]	[23]	10
[17]	[36]	10
[27]	[37]	10
[17]	[24]	10
[3]	[10]	10
[6]	[43]	10
[17]	[5]	10
[17]	[22]	10
[4]	[2]	10
[2]	[18]	9
[27]	[40]	9
[7]	[36]	9
[4]	[44]	9
[1;16]	[49]	9
[6]	[40]	9
[6]	[24]	9
[27]	[2]	9
[12]	[44]	9
[41]	[1]	9
[27]	[24]	8
[32]	[4]	8
[7]	[2]	8
[1;16]	[23]	8
[5;16]	[49]	8
[27]	[22]	7
[5]	[23]	7
[5;16]	[36]	7
[17]	[43]	7
[4]	[18]	7
[6]	[1]	7
[2;16]	[32]	7
[7]	[49]	6
[3;16]	[41]	6
[3;16]	[48]	6
[3;16]	[40]	6
[32]	[20]	6
[1;16]	[44]	6
[3;16]	[19]	6
[7]	[1]	6
[32]	[47]	6
[6]	[48]	6
[17]	[19]	6
[6]	[22]	5
[3;16]	[45]	5
[17]	[32]	5
[4]	[49]	5
[3;16]	[37]	5
[27]	[43]	5
[3;16]	[2]	5
[6]	[38]	5
[17]	[3]	5
[5;16]	[22]	5
[4]	[20]	5
[3;16]	[42]	5
[1]	[27]	5
[5;16]	[32]	5
[6]	[44]	5
[4]	[5]	5
[3;16]	[35]	5
[7]	[39]	4
[27]	[23]	4
[1;16]	[38]	4
[27]	[32]	4
[3;16]	[17]	4
[5;16]	[24]	4
[2]	[13]	4
[6]	[17]	4
[27]	[3]	4
[32]	[7]	4
[4]	[3]	4
[7]	[43]	4
[5]	[4]	4
[12]	[24]	4
[12]	[32]	4
[41]	[39]	4
[34]	[43]	4
[5]	[13]	3
[6]	[39]	3
[5]	[18]	3
[27]	[35]	3
[3;16]	[34]	3
[5;16]	[5]	3
[32]	[12]	3
[3]	[6]	3
[32]	[11]	3
[3;16]	[36]	3
[17]	[44]	3
[1]	[29]	3
[17]	[35]	3
[6]	[2]	3
[3;16]	[43]	3
[12]	[48]	3
[4]	[12]	3
[34]	[1]	3
[5]	[10]	3
[37]	[48]	3
[6;16]	[45]	3
[1;16]	[18]	2
[32]	[10]	2
[5]	[12]	2
[17]	[23]	2
[17]	[49]	2
[2]	[10]	2
[17]	[38]	2
[27]	[44]	2
[27]	[7]	2
[2;16]	[24]	2
[1]	[25]	2
[12]	[34]	2
[7]	[20]	2
[3;16]	[32]	2
[13]	[45]	2
[32]	[6]	2
[3;16]	[1]	2
[32]	[18]	2
[37]	[35]	2
[34]	[5]	2
[41]	[48]	2
[32]	[13]	2
[21]	[19]	2
[12]	[46]	2
[41]	[41]	2
[41]	[40]	2
[37]	[34]	2
[27]	[39]	1
[3;16]	[44]	1
[17]	[13]	1
[14;16]	[32]	1
[4]	[25]	1
[46]	[42]	1
[17]	[18]	1
[3;16]	[46]	1
[7]	[22]	1
[27]	[10]	1
[27]	[36]	1
[4]	[47]	1
[5;16]	[23]	1
[3]	[27]	1
[37]	[1]	1
[27]	[42]	1
[3;16]	[24]	1
[37]	[24]	1
[5]	[47]	1
[3;16]	[23]	1
[27]	[20]	1
[41]	[42]	1
[5;16]	[7]	1
[2;16]	[48]	1
[5;16]	[13]	1
[7]	[23]	1
[5;16]	[43]	1
[21]	[17]	1
[6]	[6]	1
[5;16]	[3]	1
[46]	[46]	1
[41]	[34]	1
[12]	[35]	1
[2]	[11]	1
[7]	[47]	1
[3;16]	[22]	1
[41]	[19]	1
[27]	[6]	1
[6]	[42]	1
[6]	[18]	1
[12]	[19]	1
[4]	[29]	1
[4]	[27]	1
[37]	[23]	1
[13]	[43]	1
[37]	[44]	1